,Asset_A,Asset_B
2014-07-11,189.2066625107971,196.404655761862
2014-07-14,189.8664878801668,196.16620460702416
2014-07-15,190.6959258412827,196.4131015923177
2014-07-16,190.63492875847703,197.4682256954961
2014-07-17,188.27359088758888,193.48169202435938
2014-07-18,185.11066320069799,187.76366775926712
2014-07-21,185.7589544991316,189.30278541670992
2014-07-22,186.22019375101158,188.87148924357183
2014-07-23,187.80517794626215,189.64055384257406
2014-07-24,189.3688444647598,192.406496913302
2014-07-25,189.69936404485867,191.7366209522102
2014-07-28,187.9277791396563,190.6879790678589
2014-07-29,186.15266867889505,190.10916341558172
2014-07-30,189.3429316283268,192.23031580284632
2014-07-31,187.73216720181566,191.77891650592085
2014-08-01,188.40894453601672,192.65222137747676
2014-08-04,186.3678016391668,189.99145072995822
2014-08-05,185.8647211002226,189.31462601453126
2014-08-06,186.3067065732433,191.44512332630129
2014-08-07,184.3834214622584,190.99042685840658
2014-08-08,181.8820594843068,188.799745591122
2014-08-11,181.1427314858934,187.73853045563663
2014-08-12,181.13892187593333,187.62216928650318
2014-08-13,181.1682226640427,188.6111825490866
2014-08-14,182.3445915501652,192.93343668918666
2014-08-15,186.3828759916735,194.93153815804286
2014-08-18,183.66040550310345,193.68777131724786
2014-08-19,182.38360569551742,193.52940954035012
2014-08-20,183.74792298293227,193.52366020292226
2014-08-21,184.74671841243088,193.5044819479093
2014-08-22,183.1630006284508,191.89012109617914
2014-08-25,186.1194098770504,194.2274105180844
2014-08-26,186.21157262803462,193.53364022379196
2014-08-27,188.79113462327754,196.3717469984844
2014-08-28,189.2648434269361,196.10768051843087
2014-08-29,191.0015688515059,198.15029098719052
2014-09-01,196.53093363099137,201.07842087276623
2014-09-02,199.33489141755254,203.36733093908856
2014-09-03,198.1175626573325,204.71632802309526
2014-09-04,196.73611451923043,203.278533439973
2014-09-05,198.30729094178307,203.19445036487127
2014-09-08,199.33221406843893,203.74914120390213
2014-09-09,199.8761981960605,203.00178947328197
2014-09-10,198.06134217175216,203.89779214833953
2014-09-11,198.78639596475324,205.29591029418754
2014-09-12,198.0272453032128,204.04044105687822
2014-09-15,198.17603105530085,204.28342756583766
2014-09-16,199.27002825888448,204.12422491820087
2014-09-17,199.57026448548228,205.28794795208455
2014-09-18,195.76210705012394,203.42401891401667
2014-09-19,191.5320373640757,198.39831319662403
2014-09-22,189.90423517416951,197.26899242284304
2014-09-23,185.74005857790618,192.27750777518835
2014-09-24,188.9791826196318,194.41387466203125
2014-09-25,195.52938221178042,199.64094456832484
2014-09-26,198.1441236145757,202.3346316616108
2014-09-29,196.5448827286254,203.9625647127441
2014-09-30,195.2520790630298,201.93704992158112
2014-10-01,197.96517089436486,205.30720044002942
2014-10-02,200.78976915021576,211.01736296658714
2014-10-03,198.77883499896515,208.45675285583667
2014-10-06,203.0499846386958,214.79787773375332
2014-10-07,203.1434012269728,217.08385105419615
2014-10-08,208.7703064433386,221.45981689920563
2014-10-09,209.50775818728027,222.33070610408708
2014-10-10,211.04837969268732,224.977953461363
2014-10-13,214.99572167578776,228.5501796373393
2014-10-14,215.03179132022342,229.61007497036846
2014-10-15,214.75638850013036,227.4219392341998
2014-10-16,218.91459189858492,233.7668351814046
2014-10-17,219.416411673165,232.96382635010272
2014-10-20,215.65411246719322,229.72071446888478
2014-10-21,213.04692889832245,227.47087002860468
2014-10-22,206.6501387422713,224.57595341340703
2014-10-23,207.33087346271958,227.05982708108547
2014-10-24,205.23609621879396,227.55839756955078
2014-10-27,208.11388356288498,231.73599265141377
2014-10-28,207.405058903151,227.95212129858595
2014-10-29,213.18547708636862,229.95762899650015
2014-10-30,214.15860355795547,232.29694796260847
2014-10-31,210.6573166517032,229.1530903224328
2014-11-03,208.0459469601665,224.27336791943122
2014-11-04,213.6635299182864,229.63833918545754
2014-11-05,213.40758111409497,229.4323163501294
2014-11-06,220.26226124657256,235.89742355643804
2014-11-07,224.37566823456118,241.17538852905005
2014-11-10,224.95589634440853,240.04714940191047
2014-11-11,228.29980193835718,241.29315073179018
2014-11-12,228.4999548028395,243.40848252468473
2014-11-13,231.93311968806302,247.7391532316302
2014-11-14,235.18685555016887,249.36576476960312
2014-11-17,237.37304919220014,249.48572804350252
2014-11-18,241.1597682201082,250.74523998737962
2014-11-19,235.7991055607473,245.96340876557608
2014-11-20,238.7043168370844,249.17718803403807
2014-11-21,240.17387329326652,250.20884721820696
2014-11-24,238.41525532026614,250.17599787500936
2014-11-25,241.55550736968004,252.06031039738207
2014-11-26,245.5599664940198,251.27568201489856
2014-11-27,250.16432392307274,258.32991727895626
2014-11-28,245.9189357958492,254.0431526929467
2014-12-01,244.66711789644302,253.6233388958217
2014-12-02,234.71321060957266,246.7124222724585
2014-12-03,236.88692180960308,246.9786970550532
2014-12-04,242.72385054667387,252.88611681797693
2014-12-05,247.47852171367967,254.51982461020881
2014-12-08,251.62272086963418,256.21677619021386
2014-12-09,246.12283127198899,253.09761106874453
2014-12-10,245.65463660188033,255.74237678262776
2014-12-11,247.16277236913177,255.50492061702008
2014-12-12,242.61320915021832,252.50186542142475
2014-12-15,247.09749413907383,256.36498861578593
2014-12-16,252.29870165926056,258.42957431527174
2014-12-17,248.29309388124892,258.7559471384381
2014-12-18,253.3523379842245,264.71482696353326
2014-12-19,257.01047360101217,267.1915236820611
2014-12-22,260.90397857603193,269.058837933566
2014-12-23,262.5752671149651,268.9365035817164
2014-12-24,262.67518074718436,269.03496660400054
2014-12-25,265.44965409522877,269.73553576680854
2014-12-26,267.7136298725673,273.5154286442499
2014-12-29,267.9665356121404,271.75952519674894
2014-12-30,267.837806302283,273.3726582980437
2014-12-31,274.3021939878462,280.53935008844235
2015-01-01,277.15790847441946,284.52725540166415
2015-01-02,283.0364160107076,285.9062463192983
2015-01-05,290.2682162654283,292.61724174398677
2015-01-06,291.39210518644245,291.6616865858577
2015-01-07,291.91404717717865,288.4480720648336
2015-01-08,294.6697484624294,288.2240465534854
2015-01-09,298.30476056200956,291.6108683811218
2015-01-12,303.3353554849615,295.202271952743
2015-01-13,301.1163606872629,292.0780210883458
2015-01-14,300.24097276710177,288.8647737513277
2015-01-15,297.57957115772626,289.98741738297696
2015-01-16,309.64904091435096,298.6518194966721
2015-01-19,308.6911627319227,297.4815198918889
2015-01-20,309.0643194325031,296.512549515412
2015-01-21,310.0665234555713,297.12744317240725
2015-01-22,306.1408977447681,294.499874950981
2015-01-23,306.4173182496643,293.905558170791
2015-01-26,310.1024052855429,296.1562594972413
2015-01-27,310.15894959378545,295.3484942530963
2015-01-28,307.6284546280062,298.169173546412
2015-01-29,305.6272343383239,295.811397651097
2015-01-30,302.4064711253605,292.225426609951
2015-02-02,313.1218616553855,299.1421548546833
2015-02-03,322.66658933597733,306.50391946471245
2015-02-04,321.6924257956073,309.8785038529076
2015-02-05,321.78581830726085,309.5549765575761
2015-02-06,322.23756610962556,304.716585371059
2015-02-09,321.4752204074205,306.0589538392893
2015-02-10,327.629532249395,314.2061580280824
2015-02-11,327.9258345740365,313.5640518828602
2015-02-12,323.52325356773173,315.55113475311805
2015-02-13,323.64966262378044,316.4127848423931
2015-02-16,327.95395633448106,318.14401387850353
2015-02-17,326.6739600249842,315.04353827520777
2015-02-18,328.21189932851513,315.30515465796805
2015-02-19,326.93640832844324,315.1779771222722
2015-02-20,324.3251029861547,311.8192042519095
2015-02-23,327.9768796687931,312.6472147615323
2015-02-24,330.6808201917844,316.00616830164944
2015-02-25,329.796792236358,313.1063612144079
2015-02-26,325.50942950575853,312.9465639195279
2015-02-27,322.57386949889604,315.1985415686744
2015-03-02,328.74048344120143,317.5485278780644
2015-03-03,335.91016574152854,327.66677034220544
2015-03-04,334.33417813799593,326.297112445407
2015-03-05,335.8288077285487,324.8371128208383
2015-03-06,326.1505923491336,316.9695362859077
2015-03-09,325.9829746658496,318.77717148404196
2015-03-10,324.84686536271727,318.4868539267767
2015-03-11,328.9147161407816,323.3607067889666
2015-03-12,320.31120729210863,319.3422201411864
2015-03-13,315.41559370838337,313.87216370710706
2015-03-16,320.961029865121,318.5856821739291
2015-03-17,320.5626947231324,321.12649705506675
2015-03-18,327.1357242744629,331.07044825096204
2015-03-19,329.61507287418226,332.31877715764136
2015-03-20,337.5235141312253,335.1331167557779
2015-03-23,335.01787511348186,333.2572268158929
2015-03-24,343.8412825615726,337.71851419889543
2015-03-25,344.43130233504894,342.85598638567666
2015-03-26,348.9770206955215,342.931339549473
2015-03-27,351.82004930782335,344.81519448847394
2015-03-30,366.12219934351646,357.2302084219287
2015-03-31,367.63604480034473,360.6665101628651
2015-04-01,358.48392740510263,355.9799828848383
2015-04-02,362.6968046406475,356.7202119165015
2015-04-03,351.743503616378,347.44935759181215
2015-04-06,353.0434232633757,348.67067306516503
2015-04-07,353.64794521558133,348.9516392650718
2015-04-08,358.4710180030474,351.80396755762297
2015-04-09,360.75132271651177,352.427754723467
2015-04-10,365.4134566786426,356.91870374513377
2015-04-13,365.8835955350335,361.7396594796241
2015-04-14,378.8231902653691,376.45698854605183
2015-04-15,377.05603627802844,368.9787766198905
2015-04-16,380.76509519718525,371.26893992844134
2015-04-17,390.61333588377295,377.62123460536145
2015-04-20,395.206286251072,387.02958734738723
2015-04-21,389.8543173225575,386.3873145239649
2015-04-22,389.3096683332953,382.65226248614636
2015-04-23,392.7659031030117,387.3209697365349
2015-04-24,399.59532117399465,395.6777540131071
2015-04-27,402.98263509965324,397.6469806895611
2015-04-28,400.00731821468867,396.5929796679725
2015-04-29,401.6279276017105,401.8421838237723
2015-04-30,408.000719459344,409.654090370758
2015-05-01,406.82139210463754,407.78020174716187
2015-05-04,408.59010005239963,405.50992696803377
2015-05-05,405.42279485934955,402.3023341672901
2015-05-06,408.117809306105,408.2076025058706
2015-05-07,415.8022987232543,410.6175662721596
2015-05-08,425.09566755833896,420.9379141529836
2015-05-11,431.06215729305137,432.29608353224694
2015-05-12,441.8960035850689,448.06538242785115
2015-05-13,442.49407591614,448.4521478610655
2015-05-14,446.7012306132503,453.8524664975505
2015-05-15,446.685033639079,457.9948385959864
2015-05-18,447.43295457722655,459.4139508324098
2015-05-19,451.4042933048673,463.0208503384386
2015-05-20,454.29246048442735,459.61197201622133
2015-05-21,462.91214642101164,470.2903291258292
2015-05-22,463.94454592824843,470.7383349430512
2015-05-25,464.95462102560106,473.1422736168598
2015-05-26,471.51005392693673,476.33283608554217
2015-05-27,473.8751147487092,474.9804092377416
2015-05-28,476.2564369697821,470.94055019358086
2015-05-29,470.69227381823407,467.99000513008895
2015-06-01,469.0624110805835,470.3772587133067
2015-06-02,458.70373305412124,465.04168573764747
2015-06-03,474.2167980531687,474.37393824703236
2015-06-04,479.93427778277606,479.7500694054335
2015-06-05,479.80785041156685,477.1051320252737
2015-06-08,481.852204254972,476.26926598642154
2015-06-09,490.3161028284578,478.5602400832834
2015-06-10,500.8929204729836,482.7516131029174
2015-06-11,507.2603108097593,492.47476214127477
2015-06-12,510.36596600166934,505.74301934865264
2015-06-15,508.5817133293768,505.1221014989606
2015-06-16,514.9540949887265,513.780988723096
2015-06-17,520.6266744201496,519.521737464693
2015-06-18,505.2999353440338,505.7529188841858
2015-06-19,500.89829872388145,499.2786334410673
2015-06-22,499.5562981842975,505.304020327269
2015-06-23,502.07272448133756,515.0823964385412
2015-06-24,500.3538054448604,511.4625192193362
2015-06-25,496.15205537618124,511.77002298052525
2015-06-26,496.97414737923964,506.4351584763209
2015-06-29,504.19006627529654,512.175647868644
2015-06-30,505.37180439327886,515.9763384405995
2015-07-01,508.7392181825567,513.8126602234067
2015-07-02,506.8787093565871,514.8324627481691
2015-07-03,502.89468939589847,515.8296614538646
2015-07-06,498.3372253583699,513.7500642909484
2015-07-07,503.95521472970006,512.3589226895695
2015-07-08,502.5739263277215,512.1663427319392
2015-07-09,505.1758260524185,509.58539597359686
2015-07-10,512.3145691128527,520.4936690023059
2015-07-13,513.1551535344818,524.280783483204
2015-07-14,514.8445359761845,526.1592453615096
2015-07-15,511.4188483195198,521.1484495067231
2015-07-16,513.6279200100608,521.4654223571554
2015-07-17,519.1874190870885,525.4150724715904
2015-07-20,520.590748995858,524.9151719038358
2015-07-21,515.7119271619001,517.1083136590777
2015-07-22,519.8460599212026,519.2055753866846
2015-07-23,511.47860788035933,512.7902958663784
2015-07-24,509.37203984962525,505.18331664412466
2015-07-27,507.7186805455709,507.4860979856676
2015-07-28,506.96648250167715,511.3084252897938
2015-07-29,509.58077078333304,519.6049026762017
2015-07-30,496.817863835858,506.7995194326647
2015-07-31,498.8174954640742,514.6865145357287
2015-08-03,491.3049017773285,505.92571381742204
2015-08-04,496.4751092018201,509.7330909355452
2015-08-05,509.1697387982638,517.7472938574945
2015-08-06,519.5249937150336,524.1277171374165
2015-08-07,521.2550308423066,526.8714166137609
2015-08-10,514.5592743784655,516.996528108865
2015-08-11,510.21944820831476,512.4764929436758
2015-08-12,511.13728325946255,516.2504490456909
2015-08-13,520.0102275231784,526.0037434089145
2015-08-14,519.8231192040697,528.1040895054884
2015-08-17,514.8204887468577,534.0447704165749
2015-08-18,522.2539909102605,538.8550736576442
2015-08-19,529.7427327712167,543.5563823238385
2015-08-20,533.7852685388498,552.6228620218942
2015-08-21,526.957775234249,544.1223280507737
2015-08-24,533.8538162081197,552.7221426899049
2015-08-25,538.4891905560972,560.002971018454
2015-08-26,542.2781063104031,557.0456799121595
2015-08-27,529.5135411420777,553.3969097436452
2015-08-28,536.6800928478328,558.5697044009222
2015-08-31,535.9671084400318,559.6204718136426
2015-09-01,529.1293232991255,562.3497334747066
2015-09-02,534.0492597559727,563.6729935474344
2015-09-03,547.5563381315968,573.2449458661895
2015-09-04,546.0250662820027,580.21096418454
2015-09-07,551.3946060613146,586.5553004683472
2015-09-08,551.0356764724069,591.9826290438822
2015-09-09,535.9604114682276,575.4153473927705
2015-09-10,539.2947026869379,583.6198942865523
2015-09-11,532.5897747393929,585.8823444796304
2015-09-14,531.2184625025146,583.1376331869454
2015-09-15,526.7693634409786,584.1261994592487
2015-09-16,521.9905956844749,581.9868856976245
2015-09-17,514.2313553338913,579.8620709542004
2015-09-18,505.4955254695645,574.2787473061067
2015-09-21,508.2465752001814,577.9651445405584
2015-09-22,503.6601338879666,569.8953721968638
2015-09-23,503.8701545502049,568.5832024241801
2015-09-24,503.0626000634836,573.7660519932207
2015-09-25,503.59477172168727,574.7587951547029
2015-09-28,513.2235390328493,588.2011731806583
2015-09-29,506.46056182799083,591.5597800092611
2015-09-30,510.0254814639895,596.5367359917316
2015-10-01,507.12299034340316,601.2003864347802
2015-10-02,509.1326518053934,604.8994683879854
2015-10-05,506.576919879697,603.3450327708329
2015-10-06,511.1340480233851,609.3503742393189
2015-10-07,507.8333708132333,601.2299406308787
2015-10-08,510.2517092386699,600.704094674202
2015-10-09,507.12345734612956,590.5561719281214
2015-10-12,512.0843329596087,597.7087640992747
2015-10-13,503.5648237316111,588.8170958985122
2015-10-14,505.4828835372997,599.8849675117632
2015-10-15,521.7284669989581,606.630030243713
2015-10-16,521.6730236163284,604.4342255627836
2015-10-19,529.3378142193086,616.0004108873803
2015-10-20,530.7928678185446,615.025654650403
2015-10-21,540.1031140251719,629.1688880266944
2015-10-22,537.6905669970926,626.4493912332739
2015-10-23,528.8464041200823,612.3697225460384
2015-10-26,543.1939684003293,623.9515192243692
2015-10-27,545.0623602365239,627.323706439215
2015-10-28,548.1285379477921,632.4752169548924
2015-10-29,556.2848954052807,648.4304989908408
2015-10-30,556.5635768744635,654.7330890449255
2015-11-02,555.1384930731414,655.8780439243544
2015-11-03,552.0676967616116,655.240557963712
2015-11-04,546.5935454503319,656.585641498578
2015-11-05,545.715966910204,659.6026320551049
2015-11-06,545.3552374912427,667.021645084935
2015-11-09,548.4873437638516,680.291759437042
2015-11-10,553.950388037085,678.897693309109
2015-11-11,556.5828192524866,678.3998749115183
2015-11-12,553.8934644652595,672.3093047384837
2015-11-13,563.4486354945147,672.7931254870191
2015-11-16,574.4148059023744,671.7423693201354
2015-11-17,587.111462758122,689.3163261648507
2015-11-18,582.2399355618194,686.8252887303369
2015-11-19,592.1174028459195,697.1932215646618
2015-11-20,597.0877841201451,696.2997399023329
2015-11-23,585.4751016713213,689.3033619039422
2015-11-24,589.3592052907259,693.802706056733
2015-11-25,594.6854247484633,688.4966719548272
2015-11-26,600.5022946108506,691.0431671035194
2015-11-27,611.5290197056081,701.0402960481138
2015-11-30,597.8468617027937,690.8694338660051
2015-12-01,603.332301222923,699.9404928059012
2015-12-02,592.3075216337658,693.9034917306225
2015-12-03,595.5847631066223,694.0596309163188
2015-12-04,591.4050066130873,692.1691319547901
2015-12-07,585.1651949532327,689.4147040160267
2015-12-08,580.4559268794811,681.8952985527284
2015-12-09,572.0953345634771,674.5037856810441
2015-12-10,560.1422429632354,658.6719111162367
2015-12-11,549.0098585347803,648.3221362497027
2015-12-14,556.9356545152585,654.4032301292057
2015-12-15,560.4998653194323,660.6033553972799
2015-12-16,559.9804679729867,657.3614967000608
2015-12-17,557.5903233775523,666.3009644060901
2015-12-18,546.0602937498758,656.5859502886175
2015-12-21,547.5940379042675,659.1252874896977
2015-12-22,547.3882804601719,653.893701743774
2015-12-23,554.9553093602464,653.5436818593496
2015-12-24,552.706776756525,654.7994168288842
2015-12-25,554.9475579380111,665.6391448411256
2015-12-28,569.4544069778512,673.5364232436086
2015-12-29,567.5778272859847,677.4167881430337
2015-12-30,558.1148766636275,665.2539012167351
2015-12-31,552.3345752722597,659.2132155371421
2016-01-01,553.7823395322305,665.6461289430097
2016-01-04,554.4883195005225,658.4521248664947
2016-01-05,542.829671925007,653.4888161125937
2016-01-06,548.5858017052824,661.9782972142102
2016-01-07,546.5005911250568,661.3809963854795
2016-01-08,554.0521712188988,666.2369298097564
2016-01-11,553.7926693812469,672.4275982610418
2016-01-12,552.68748261706,669.5626837673062
2016-01-13,555.2710874719529,657.6964295766358
2016-01-14,552.6744651816028,646.3220205993945
2016-01-15,559.8941634245159,648.3439839764847
2016-01-18,569.181284259866,664.2094773712182
2016-01-19,574.1215760942629,671.4398522069822
2016-01-20,575.5800932699333,675.774911676174
2016-01-21,580.0741354211119,673.8983227233143
2016-01-22,575.7201939932739,667.0894218873141
2016-01-25,590.9734611807434,680.7462097130915
2016-01-26,579.5615564711994,673.846503599741
2016-01-27,585.258259646178,678.1429307033886
2016-01-28,585.2180511883695,689.5819388984384
2016-01-29,583.476352817777,690.3869444257754
2016-02-01,577.1785767112244,685.3459009064575
2016-02-02,581.8097377044272,689.4509478957139
2016-02-03,584.6542748775919,692.5332722051267
2016-02-04,581.1002176349004,689.3689442319317
2016-02-05,577.8291028936562,685.7774709821344
2016-02-08,583.9582909265591,681.7065547181882
2016-02-09,578.2874493043009,677.9614025954432
2016-02-10,579.3533835146026,664.030198036302
2016-02-11,565.9316364994608,649.9159226749788
2016-02-12,562.0483158268867,640.9556195411922
2016-02-15,561.9099986042427,635.7880313682163
2016-02-16,564.4921323472137,648.3571685620727
2016-02-17,567.5850465902737,652.9040355844295
2016-02-18,562.0908358375208,650.099011560979
2016-02-19,562.2887496309098,652.4517467152523
2016-02-22,546.7911938203231,636.4433074192652
2016-02-23,545.1509470238556,640.2964658831786
2016-02-24,536.7328652486254,637.7161242602344
2016-02-25,536.6036726065635,632.1312773856223
2016-02-26,529.43346554139,619.2727065145949
2016-02-29,530.8685367059331,617.3459246396584
2016-03-01,532.6479080890292,621.0520784751262
2016-03-02,531.5074378833043,622.1995506551481
2016-03-03,521.2700077495749,613.9984507685323
2016-03-04,522.9690294554846,620.7337517639966
2016-03-07,519.2006226480603,611.0830544264104
2016-03-08,515.6274240450841,610.9720619896667
2016-03-09,516.8425512805115,619.1857514060532
2016-03-10,519.5804490405876,622.9768998776582
2016-03-11,522.7175995602391,626.6577303776343
2016-03-14,535.4083432056955,633.1919975826673
2016-03-15,527.9089018453337,621.4162029726137
2016-03-16,541.4811991432018,625.1507818695782
2016-03-17,551.0133993885986,628.5928700036
2016-03-18,539.0226214565072,621.622258131793
2016-03-21,541.2462580096027,635.3399717497502
2016-03-22,536.9323762452801,629.496731183229
2016-03-23,552.2048580512969,657.4023793845964
2016-03-24,568.2777016241449,665.9578367904231
2016-03-25,557.3815907380017,667.5990425212084
2016-03-28,548.0791169441891,660.9074094515676
2016-03-29,544.0022188363887,661.2514763707643
2016-03-30,539.9858354853836,658.6520008367415
2016-03-31,541.4128249762497,660.1514330113813
2016-04-01,549.5412037629977,667.7481754926762
2016-04-04,564.3959740356911,683.5087300590433
2016-04-05,576.5121981559638,690.7819998670248
2016-04-06,574.1775937195534,696.1845129227983
2016-04-07,572.8668487263515,686.5196064839093
2016-04-08,580.5115567940418,700.1122665477768
2016-04-11,590.8902990890113,710.2569378561437
2016-04-12,591.0409693401471,705.3167422307476
2016-04-13,595.548535150754,702.963007320774
2016-04-14,601.8490861183512,711.6534355313942
2016-04-15,615.9970229632003,729.3209261778915
2016-04-18,617.1557657838803,734.0373647668107
2016-04-19,614.3639138641372,739.3031305252562
2016-04-20,616.6996493066545,739.6058402682057
2016-04-21,616.7170646131619,743.1126839618258
2016-04-22,618.5522083181373,745.6300130542603
2016-04-25,628.3438969657726,752.4793867876299
2016-04-26,638.211940703702,773.8809411251567
2016-04-27,653.0789627779839,785.8969142526046
2016-04-28,659.5302901823117,798.7342528477341
2016-04-29,661.3925858595146,808.9908601216576
2016-05-02,669.1377044099554,819.5422284132482
2016-05-03,673.4969118299231,838.6874869000376
2016-05-04,685.9743207232685,854.9135320180724
